Policy ID,Policyholder ID,Policy Type,Coverage Amount,Deductible,Premium Amount,Policy Start Date,Policy End Date,Name,Address,City,State,Zip,Age,Income,Credit Score,Property Type,Property Value,Square Footage,Year Built,Latitude,Longitude,Claim ID,Claim Date,Claim Type,Claim Amount,Claim Status,Number of Bedrooms,Number of Bathrooms,Roof Type,Construction Type,Proximity to Flood Zone,Proximity to Fire Station
POL1727,PH1727,Condo,404443,1083,2130,2021-07-23,2026-05-25,Jason Rowe,"930 Ward Coves Apt. 712
Martinshire, NY 79574",Port Danielmouth,FL,17675,50,39519,787,Condo,485331.6,2259,1921,-46.756389,-16.260962,CLA1727,2021-08-05,Fire,10124,Closed,3,2,Asphalt,Steel,Near,Not Near
POL1728,PH1728,Renters,417767,1199,2208,2019-12-26,2020-06-12,Carolyn Blake,"05779 Hammond Unions Apt. 835
East Rachel, DC 86466",East Kyle,RI,42215,56,39938,705,Condo,501320.39999999997,1313,1961,63.357393,41.218502,CLA1728,2020-05-23,Theft,5734,Closed,5,3,Wood,Steel,Not Near,Near
POL1729,PH1729,Renters,328233,2754,1916,2022-02-28,2028-09-19,Amanda Martin,"Unit 7104 Box 6863
DPO AP 42884",East Brian,NY,17450,41,96089,711,Multi-Family,393879.6,2135,1930,17.7317335,170.972458,CLA1729,2024-10-08,Weather,11214,Closed,2,2,Asphalt,Steel,Not Near,Not Near
POL1730,PH1730,Renters,542603,1625,2875,2022-09-27,2027-03-07,Diana Lamb,"4842 Ibarra Streets
Howeberg, KY 78078",Mossview,MT,23249,68,30000,694,Multi-Family,651123.6,1591,1985,-35.595802,129.098198,CLA1730,2025-05-16,Theft,3617,Open,4,1,Wood,Steel,Near,Not Near
POL1731,PH1731,Home,398208,1075,2098,2020-03-28,2026-06-10,Amanda Velez DDS,"109 Jennifer Ways Apt. 839
East Erintown, IA 38226",New Brandonmouth,CT,43240,51,44915,703,Multi-Family,477849.6,1000,1959,42.9137875,88.331908,CLA1731,2021-09-03,Weather,2786,Open,3,1,Wood,Wood,Not Near,Not Near
POL1732,PH1732,Renters,232508,2271,1389,2022-11-05,2023-02-23,Danielle Cameron,"11620 Morgan Flat
East Monicaborough, MD 21589",East Staceyport,NV,33632,28,93787,789,Single Family,279009.6,1820,1991,-7.131303,1.853596,CLA1732,2022-11-15,Theft,20434,Open,4,3,Wood,Steel,Not Near,Near
POL1733,PH1733,Renters,187457,1453,1082,2020-11-24,2023-08-02,Donald Oconnor,"789 Mejia Plains
Lake James, RI 63766",Bradshawport,SC,99381,46,128532,695,Single Family,224948.4,1252,2021,21.483837,94.475525,CLA1733,2021-11-11,Other,7901,Closed,3,1,Metal,Steel,Near,Near
POL1734,PH1734,Condo,190550,1164,1069,2023-09-06,2023-11-18,Sarah Sanchez,"4380 Shannon Key
Schwartzborough, LA 64308",North Aimeechester,ID,56637,51,30000,620,Multi-Family,228660.0,2748,1967,-33.249713,-48.811715,CLA1734,2023-10-31,Other,2371,Closed,1,1,Tile,Brick,Not Near,Not Near
POL1735,PH1735,Condo,273078,1490,1514,2021-02-03,2022-12-18,Richard Garcia,"8685 Carl Drives
New Alex, MI 78832",Ortiztown,CA,94185,31,85432,773,Single Family,327693.6,2360,1928,-4.6643035,-25.436237,CLA1735,2021-12-16,Other,7665,Closed,3,3,Asphalt,Brick,Near,Not Near
POL1736,PH1736,Condo,278816,1826,1576,2020-10-26,2023-05-21,Scott Smith,"8051 Hooper Pass Suite 445
South Christopher, DC 89157",Johnnyborough,ME,04116,73,105158,738,Multi-Family,334579.2,1714,1907,-63.473891,-151.296090,CLA1736,2023-05-03,Other,6515,Open,5,3,Wood,Steel,Near,Not Near
POL1737,PH1737,Home,335298,2304,1906,2023-08-29,2029-08-20,Jacqueline Marquez,"9040 Daniel Pike
Port Shaunside, KY 92542",Port Erika,NE,08558,33,30000,610,Single Family,402357.6,2583,1900,66.413542,-14.647142,CLA1737,2028-05-05,Other,8598,Closed,2,1,Tile,Steel,Not Near,Not Near
POL1738,PH1738,Home,310020,1111,1661,2022-08-21,2027-06-27,Shawn Young MD,"925 Desiree Fields Suite 779
Johnsonstad, DE 64986",Danielfort,KS,27712,60,50790,771,Multi-Family,372024.0,2521,2012,-77.9613745,-18.859331,CLA1738,2022-12-22,Theft,15267,Open,3,2,Metal,Steel,Not Near,Not Near
POL1739,PH1739,Home,165789,1579,986,2020-12-01,2028-07-26,Mary Fields,"619 Mark Squares Suite 077
Fordberg, KS 68404",Millerville,ME,71635,68,30000,730,Single Family,198946.8,1112,1925,79.4614685,-3.713200,CLA1739,2022-01-25,Weather,11959,Open,1,2,Asphalt,Steel,Near,Not Near
POL1740,PH1740,Home,410613,1578,2210,2022-04-15,2026-04-20,Tammy Richardson,"5187 Miller Walk Suite 091
South Tammyberg, VT 58266",Lake Roberto,NE,59171,36,108667,656,Multi-Family,492735.6,2720,1952,86.1180015,-25.654421,CLA1740,2025-12-02,Other,1914,Open,2,1,Wood,Concrete,Not Near,Near
POL1741,PH1741,Home,443109,2274,2442,2020-02-06,2020-09-01,Gary Bowman,"6966 Miller Greens
South Johnhaven, TX 12819",Port Kyle,OK,22585,49,79456,710,Condo,531730.7999999999,2544,1991,-64.7994115,65.534580,CLA1741,2020-04-02,Fire,13389,Closed,5,1,Metal,Wood,Not Near,Not Near
POL1742,PH1742,Condo,378158,1699,2060,2021-06-08,2026-10-24,Donna Fuller,"USCGC Matthews
FPO AP 74692",South Michellehaven,NC,65042,68,30000,718,Single Family,453789.6,2307,1965,35.819463,131.481336,CLA1742,2024-12-08,Weather,14402,Open,2,2,Asphalt,Steel,Not Near,Not Near
POL1743,PH1743,Home,235167,1116,1287,2021-04-09,2028-01-15,Adam Brown,"01511 Shannon Fields
Annfort, OR 43023",Youngton,CT,68942,59,68795,615,Multi-Family,282200.39999999997,2491,2007,18.3877155,36.501091,CLA1743,2026-11-26,Theft,4721,Closed,2,1,Metal,Steel,Near,Near
POL1744,PH1744,Condo,312857,1425,1706,2023-02-03,2026-05-20,Jennifer Smith,"1352 Brittany Cape
Millerview, MA 49506",West Thomas,MA,99232,27,30000,738,Single Family,375428.39999999997,2027,1913,24.1212555,-132.743781,CLA1744,2025-10-03,Weather,4248,Open,4,2,Asphalt,Wood,Near,Near
POL1745,PH1745,Renters,212626,2022,1265,2020-07-03,2025-10-10,Phillip Crosby,"9554 Sims Passage
Ryanstad, WY 09215",Davidborough,ID,97503,27,53801,699,Multi-Family,255151.19999999998,1898,1965,45.6347825,-176.493529,CLA1745,2020-12-04,Theft,16115,Open,1,3,Asphalt,Steel,Near,Not Near
POL1746,PH1746,Renters,411083,2131,2268,2019-10-25,2025-07-14,Justin Brown,"835 Parker Ways
Huffland, WY 53520",Nancyland,AR,92220,45,76502,679,Condo,493299.6,2092,1964,18.910883,52.394748,CLA1746,2023-06-11,Weather,5361,Open,5,1,Tile,Steel,Not Near,Near
POL1747,PH1747,Condo,194858,2864,1260,2023-03-21,2028-11-09,Larry Rogers,"21498 Alicia Ford
Valeriestad, NY 14759",Martinchester,IA,50786,39,93613,707,Multi-Family,233829.6,2973,1904,13.4193645,-133.918677,CLA1747,2024-03-07,Other,18983,Closed,4,2,Metal,Steel,Not Near,Near
POL1748,PH1748,Condo,197395,1302,1117,2020-01-29,2020-11-27,Richard Riley,"13633 Mark Roads
Kimberlyfurt, IN 09287",Jonesville,NC,99636,44,117041,686,Condo,236874.0,2484,2014,-48.627097,63.504422,CLA1748,2020-08-29,Weather,13203,Open,5,2,Asphalt,Wood,Near,Near
POL1749,PH1749,Condo,270030,1183,1468,2021-01-29,2021-12-05,Barbara Evans,"4426 Jody Freeway
West Tamara, IL 24028",Williamsfort,NY,43612,64,87695,718,Single Family,324036.0,2011,1932,-35.645809,68.441030,CLA1749,2021-09-18,Fire,4675,Open,2,3,Tile,Wood,Near,Near
POL1750,PH1750,Renters,231602,1254,1283,2020-06-22,2025-08-27,Kenneth Ward,"530 Gregory Via
Andrewtown, CO 22101",Ashleyland,TN,61818,26,48595,632,Multi-Family,277922.39999999997,1620,1932,-47.435482,18.087529,CLA1750,2023-01-08,Fire,10146,Open,4,3,Wood,Brick,Near,Not Near
POL1751,PH1751,Condo,377816,1305,2019,2022-04-28,2022-10-13,Angel Miller,"6544 Spencer Shoal
Kevinville, AZ 60969",South Audrey,MO,85727,29,31114,751,Single Family,453379.2,2246,1960,68.1065905,4.141949,CLA1751,2022-10-08,Other,8184,Open,4,1,Tile,Brick,Not Near,Not Near
POL1752,PH1752,Home,218208,1895,1280,2023-02-19,2023-07-17,Kevin Young,"66784 Brittany Mountain Apt. 899
Heathershire, MD 95734",West Michaelville,AZ,31120,72,52582,770,Multi-Family,261849.59999999998,2193,2023,-42.169135,153.324093,CLA1752,2023-02-24,Weather,500,Open,3,3,Wood,Steel,Not Near,Near
POL1753,PH1753,Renters,213658,1933,1261,2020-02-29,2025-12-09,Alejandro Gomez,"9703 Aaron Mission Suite 980
West Thomas, CO 71702",North Markberg,MN,54019,40,95601,660,Single Family,256389.59999999998,2552,2011,-61.718823,-177.462105,CLA1753,2025-04-02,Other,8265,Open,2,3,Tile,Steel,Not Near,Not Near
POL1754,PH1754,Renters,419238,1348,2230,2021-11-07,2025-12-02,Julia Saunders,"7859 Hernandez Knoll Apt. 597
North Gordonville, CT 98548",Dominguezmouth,MD,52055,36,30000,849,Multi-Family,503085.6,3168,1930,36.879053,115.458721,CLA1754,2025-05-20,Fire,10805,Open,4,3,Tile,Wood,Not Near,Near
POL1755,PH1755,Renters,359482,1166,1914,2021-06-22,2029-07-31,Linda Richardson,"74668 Roberts Village Suite 659
West Wendyport, TN 20262",West Jodymouth,CT,97835,34,84118,680,Single Family,431378.39999999997,1019,1933,5.855940,15.495943,CLA1755,2022-05-05,Fire,12172,Open,5,3,Asphalt,Concrete,Not Near,Near
POL1756,PH1756,Home,199900,1488,1148,2022-12-26,2029-04-21,Kimberly Cline,"9259 Steven Isle Apt. 785
Aaronfort, MT 53437",Lake Debra,CO,39477,50,92131,667,Single Family,239880.0,1460,1924,-26.4738515,41.987777,CLA1756,2023-04-28,Fire,14249,Open,1,2,Tile,Brick,Not Near,Not Near
POL1757,PH1757,Condo,387774,967,2035,2020-09-09,2026-07-31,Alicia Ramirez,"Unit 1680 Box 3001
DPO AE 05969",Port Crystal,OK,57791,48,44817,680,Multi-Family,465328.8,2659,1945,-67.7068125,40.844696,CLA1757,2025-01-02,Other,4343,Open,3,3,Metal,Concrete,Near,Not Near
POL1758,PH1758,Condo,272279,2527,1614,2022-05-14,2028-02-01,Alexandra Andrews,"USNV Shaffer
FPO AA 04801",Robertbury,CT,33702,73,76185,664,Condo,326734.8,1897,1929,-30.355672,-63.407852,CLA1758,2026-07-09,Theft,6627,Open,1,1,Wood,Steel,Not Near,Near
POL1759,PH1759,Renters,224954,1635,1288,2022-01-28,2029-07-27,Dean Thomas,"4744 White Lights Apt. 979
West Danielton, CT 21465",Jasonburgh,NM,10621,58,99084,721,Multi-Family,269944.8,1896,1932,35.6065395,123.965561,CLA1759,2026-04-24,Weather,9589,Open,1,1,Wood,Wood,Not Near,Not Near
POL1760,PH1760,Renters,414838,1587,2232,2022-09-10,2026-11-02,Nicole Miller,"USNS Norman
FPO AE 06732",Josephfort,MA,87525,62,99275,692,Condo,497805.6,1725,2003,-87.654497,-169.823049,CLA1760,2026-09-16,Other,3788,Open,4,1,Metal,Wood,Not Near,Near
POL1761,PH1761,Renters,203980,766,1096,2021-11-12,2029-04-17,Heather Tyler,"8841 Erin Ridges
North Miguelton, SC 30265",Lake Stephen,OR,34112,35,56203,664,Multi-Family,244776.0,2700,1974,-36.841615,-172.409753,CLA1761,2027-08-15,Weather,3939,Open,3,3,Wood,Wood,Near,Not Near
POL1762,PH1762,Condo,352828,2374,2001,2022-09-27,2023-12-05,Kathleen Dixon,"599 Howard Common Apt. 856
New Katrinamouth, MD 20523",Chadberg,WV,93877,42,39365,636,Single Family,423393.6,1718,1985,19.730447,-67.840809,CLA1762,2023-08-26,Fire,500,Closed,3,1,Tile,Concrete,Not Near,Near
POL1763,PH1763,Home,407408,500,2087,2020-12-26,2021-04-12,Elizabeth Harris,"44188 Pamela Lodge Suite 123
Port Michelleville, CA 38383",Goldenville,TN,81508,37,125396,725,Multi-Family,488889.6,1372,1987,45.370692,-136.869511,CLA1763,2021-03-24,Theft,11804,Open,1,1,Tile,Brick,Near,Not Near
POL1764,PH1764,Home,355074,1410,1916,2019-11-14,2020-05-22,Michelle Ferguson,"914 Cheryl Ranch
Reyesport, AL 37341",Aprilland,NJ,70362,62,117611,770,Condo,426088.8,2265,1973,-16.6179125,62.336411,CLA1764,2020-04-25,Theft,9836,Open,3,3,Tile,Wood,Near,Near
POL1765,PH1765,Renters,333984,1337,1803,2022-11-03,2025-01-28,Christina Parker,"4427 Miller Isle
North Tanya, MI 32854",Salinasburgh,KY,93449,30,66712,741,Single Family,400780.8,2454,1955,-48.1860775,34.753792,CLA1765,2023-03-06,Weather,7153,Open,4,1,Tile,Steel,Not Near,Not Near
POL1766,PH1766,Condo,188808,2446,1188,2023-02-01,2023-07-14,Karen Mcdaniel,"1061 Barnett Lights
Jaimeport, DC 34626",Gomeztown,OK,49182,47,78882,786,Multi-Family,226569.6,2352,1976,51.0693475,-9.091463,CLA1766,2023-05-21,Weather,16210,Open,4,2,Asphalt,Wood,Not Near,Near
POL1767,PH1767,Condo,50000,1563,406,2021-05-05,2026-02-22,Julie Hayes,"25693 Barrett Fort Suite 658
Claystad, ID 05588",East Melissa,ID,48823,29,44658,717,Single Family,60000.0,2458,2003,53.403604,-104.169060,CLA1767,2025-10-20,Theft,10300,Closed,5,3,Asphalt,Brick,Near,Near
POL1768,PH1768,Condo,382450,943,2006,2021-12-07,2024-10-06,John Warren,"74770 Rebecca Pines Apt. 837
Port Sarahside, MO 65632",Joshuaberg,PA,54084,44,135723,674,Multi-Family,458940.0,3054,1914,70.596637,-155.840629,CLA1768,2024-03-28,Other,802,Closed,5,3,Asphalt,Steel,Near,Not Near
POL1769,PH1769,Home,368169,2087,2049,2022-01-02,2028-04-05,Samantha Estrada,"593 Helen Springs
South Danielle, GA 78700",Victorberg,VT,25088,36,97263,678,Condo,441802.8,1547,1985,54.763497,-37.715011,CLA1769,2024-07-04,Theft,12018,Open,3,2,Metal,Brick,Not Near,Near
POL1770,PH1770,Home,324245,1492,1770,2023-01-05,2029-07-29,Ryan Weiss,"4482 Nguyen Lakes
West Jesse, MI 28593",Debrastad,KS,62113,37,35832,735,Condo,389094.0,2430,1916,29.9204705,11.131903,CLA1770,2027-09-17,Fire,15561,Open,2,3,Metal,Brick,Not Near,Not Near
POL1771,PH1771,Condo,224236,1651,1286,2021-08-28,2023-06-12,Tracy Lamb,"770 Salas Valleys
South Christinaport, TX 14416",New Raymondland,MN,49328,49,71406,669,Multi-Family,269083.2,2590,1904,-22.569374,67.264314,CLA1771,2022-12-14,Weather,14220,Closed,3,3,Tile,Wood,Not Near,Near
POL1772,PH1772,Renters,374832,1199,1994,2022-05-08,2024-12-30,Mark English,"382 Debra Station Apt. 073
Bradystad, KY 41919",Tuckerport,NH,24741,26,92052,684,Multi-Family,449798.39999999997,1545,1946,-62.6278355,6.399260,CLA1772,2023-10-05,Fire,6300,Closed,2,2,Metal,Wood,Near,Near
POL1773,PH1773,Condo,189855,1355,1084,2022-03-25,2024-07-24,Michele Griffin,"494 Griffith Knolls Suite 928
Roweburgh, WY 89911",Angelport,AL,10816,62,103684,768,Condo,227826.0,2332,1949,-49.2311585,35.793623,CLA1773,2022-12-18,Fire,1907,Open,5,1,Tile,Brick,Not Near,Near
POL1774,PH1774,Renters,388333,958,2037,2022-06-26,2029-08-13,Nicole Johnson,"28505 Joshua Shoals Apt. 733
Simsview, IL 15659",South Amandaland,WY,42773,26,55984,704,Condo,465999.6,1877,1924,61.0742815,118.384591,CLA1774,2024-09-03,Weather,10270,Closed,1,3,Wood,Concrete,Near,Not Near
POL1775,PH1775,Home,338346,2178,1909,2020-03-22,2022-05-21,Timothy Hall,"55979 Sara Lodge
West Anne, NH 27223",Jeffreyborough,MO,61549,32,105743,703,Condo,406015.2,1475,1980,50.965767,67.395932,CLA1775,2020-09-01,Weather,5118,Closed,4,1,Asphalt,Brick,Not Near,Near
POL1776,PH1776,Condo,136358,1329,814,2021-01-05,2026-10-05,Charles Vargas,"Unit 6621 Box 1850
DPO AA 82331",Jamesport,HI,04996,63,54706,750,Single Family,163629.6,3003,2018,27.401462,167.759287,CLA1776,2025-06-10,Weather,6029,Closed,4,3,Tile,Steel,Not Near,Not Near
POL1777,PH1777,Home,266131,841,1414,2023-01-29,2025-01-12,Matthew Jimenez,"76694 Mathis Road Suite 492
Craigmouth, SD 84382",Port Kathrynside,CO,42389,60,62186,704,Multi-Family,319357.2,2312,1901,22.5534565,69.734545,CLA1777,2023-06-24,Fire,14350,Open,5,1,Tile,Brick,Near,Not Near
POL1778,PH1778,Renters,352309,1512,1912,2023-07-11,2025-02-20,Sarah Olson,"200 Bell Brooks
Lorishire, MN 76920",Josephborough,OK,73451,62,49983,649,Condo,422770.8,1835,1990,23.742852,149.801771,CLA1778,2024-08-31,Weather,10350,Open,3,1,Asphalt,Wood,Not Near,Not Near
POL1779,PH1779,Condo,434864,707,2245,2022-03-29,2024-01-16,Shannon Wright,"0415 Jillian Islands Suite 659
Samuelmouth, HI 57527",Port Zacharyshire,AK,24031,60,37903,600,Single Family,521836.8,2133,1958,-8.707451,32.642717,CLA1779,2023-02-28,Fire,500,Closed,2,2,Asphalt,Steel,Not Near,Not Near
POL1780,PH1780,Renters,236294,1216,1303,2020-12-25,2029-03-20,Daniel Price,"950 Liu Fort Apt. 879
Lake Dennisville, SC 96016",Foxhaven,ID,10675,26,76700,720,Condo,283552.8,1809,1989,-8.9293195,73.397985,CLA1780,2026-06-30,Fire,16698,Open,2,2,Asphalt,Concrete,Near,Near
POL1781,PH1781,Home,320658,1627,1765,2020-07-26,2021-08-08,Rebecca Davis,"78478 Tran Skyway
Johnport, WY 92657",South Dillonfurt,NV,23452,70,61379,699,Multi-Family,384789.6,2925,1934,18.3757175,-148.040479,CLA1781,2021-06-02,Other,6017,Open,5,1,Wood,Steel,Near,Not Near
POL1782,PH1782,Condo,93638,1336,601,2020-03-12,2022-11-12,Mary Horne,"47091 Craig Mount Suite 186
Lake Lindamouth, PA 54455",Port Anthonyview,MS,92681,51,57927,647,Multi-Family,112365.59999999999,1623,1932,-44.856755,107.357686,CLA1782,2021-10-10,Weather,4190,Open,3,2,Tile,Steel,Near,Near
POL1783,PH1783,Condo,275366,938,1470,2020-07-14,2021-06-06,Rachael Jones,"2730 Rodney Pine
Christophershire, ND 21882",Marissahaven,NH,48124,56,77188,674,Single Family,330439.2,2283,1943,-67.8198145,-169.587554,CLA1783,2021-02-21,Weather,13110,Open,5,1,Tile,Concrete,Not Near,Not Near
POL1784,PH1784,Condo,291693,1234,1581,2019-10-19,2022-10-20,Ryan Gonzalez,"94314 Ramirez Union
Vanessaton, TX 17790",North Christopher,TX,16346,66,114361,700,Single Family,350031.6,2043,2022,17.3756195,50.152588,CLA1784,2022-10-17,Fire,10904,Closed,4,3,Wood,Brick,Not Near,Not Near
POL1785,PH1785,Home,408927,1049,2149,2022-10-29,2026-01-13,Justin Mitchell,"058 Emma Point Apt. 828
Johnfort, SC 21597",East Robert,OH,96770,47,64942,741,Single Family,490712.39999999997,2349,2004,56.5364755,-56.995639,CLA1785,2024-02-18,Weather,20836,Closed,5,3,Tile,Brick,Not Near,Not Near
POL1786,PH1786,Condo,212646,1406,1203,2022-01-16,2029-05-09,Cindy Allen,"08061 Chelsea Courts
Lake Kevin, NV 52444",Merrittport,NC,76481,44,36921,781,Single Family,255175.19999999998,2169,1904,60.197199,-76.810026,CLA1786,2028-01-21,Other,3052,Open,5,1,Wood,Brick,Near,Not Near
POL1787,PH1787,Renters,431787,1169,2275,2021-03-05,2027-05-28,Eric Castillo,"79257 Frank Station Suite 230
Tannerbury, NY 21493",Lake Lisa,DE,98685,49,78625,695,Single Family,518144.39999999997,1796,1905,-11.0768555,-118.081784,CLA1787,2026-11-05,Theft,13983,Open,2,2,Tile,Wood,Near,Not Near
POL1788,PH1788,Condo,336632,1935,1876,2019-12-07,2026-05-20,Alicia Coleman,"7669 Wilson Walk
Leahbury, AK 74588",Markshire,NE,69376,61,34526,696,Single Family,403958.39999999997,1310,1967,-84.716758,15.718352,CLA1788,2023-06-24,Weather,10804,Closed,4,3,Wood,Wood,Not Near,Near
POL1789,PH1789,Condo,429142,1374,2283,2023-04-21,2023-07-14,Carolyn Oliver MD,"PSC 3080, Box 0650
APO AP 33554",Williamsstad,IN,51961,38,69362,737,Multi-Family,514970.39999999997,1945,1976,-53.489726,108.652037,CLA1789,2023-05-21,Other,1281,Closed,4,1,Asphalt,Steel,Near,Near
POL1790,PH1790,Condo,223143,1733,1289,2021-08-07,2025-08-14,Alexis White,"USS Daniel
FPO AP 24756",North Jorgechester,MN,97853,62,59192,725,Single Family,267771.6,1753,1957,-87.6268195,105.722193,CLA1790,2024-03-07,Fire,8550,Open,2,3,Wood,Steel,Not Near,Near
POL1791,PH1791,Renters,233414,1771,1344,2021-05-15,2026-01-14,Anthony Mcdonald,"97692 Hinton Road
Vanessaville, PA 14791",North Susanmouth,AZ,73664,54,103722,666,Multi-Family,280096.8,2393,1939,-85.199176,-66.160915,CLA1791,2024-06-19,Fire,19383,Closed,3,1,Asphalt,Steel,Near,Near
POL1792,PH1792,Home,356232,1324,1913,2020-10-20,2021-01-02,Anthony Galloway,"994 Mary Lights Apt. 404
South Jimmyhaven, WY 55862",West Eugene,MS,61532,28,85671,664,Multi-Family,427478.39999999997,1775,1977,-59.8210845,-33.242823,CLA1792,2020-11-26,Fire,16220,Closed,3,3,Wood,Concrete,Near,Not Near
POL1793,PH1793,Condo,235368,650,1241,2021-09-30,2027-05-04,Randy Rodriguez,"USCGC Tapia
FPO AP 68180",North Stephanieshire,NJ,78121,28,87312,722,Single Family,282441.6,1766,1986,-61.941507,-126.423240,CLA1793,2026-08-12,Fire,15790,Closed,5,1,Metal,Steel,Near,Near
POL1794,PH1794,Home,383028,1986,2113,2022-06-24,2026-02-07,Tiffany Montgomery,"2419 Smith Heights Apt. 439
Rosschester, DE 54535",Luischester,ND,98572,43,47655,672,Single Family,459633.6,2173,1921,-13.7609445,-142.930167,CLA1794,2023-05-25,Theft,10043,Open,4,3,Metal,Concrete,Near,Near
POL1795,PH1795,Renters,385758,896,2018,2021-12-01,2025-06-20,Erin Higgins,"1429 Richard Dale Apt. 490
Davisberg, IA 00777",North Jamesfort,AZ,69416,65,30000,730,Condo,462909.6,1000,1926,-88.306036,157.893669,CLA1795,2023-10-05,Theft,2890,Closed,2,1,Asphalt,Steel,Near,Near
POL1796,PH1796,Condo,206142,2065,1237,2023-05-05,2026-12-11,Julia Jones,"01566 Donna Isle
West Ericbury, MO 35748",East William,AR,91564,31,101248,752,Multi-Family,247370.4,1597,2008,63.9966395,73.750070,CLA1796,2025-05-12,Fire,18100,Closed,3,1,Tile,Brick,Not Near,Not Near
POL1797,PH1797,Condo,369146,1835,2029,2023-03-16,2028-11-25,Matthew Carlson,"85393 Bob Falls
Port Michelle, FL 79164",East Richardville,OK,39158,58,109332,706,Single Family,442975.2,1828,2010,13.1786135,112.872913,CLA1797,2024-02-19,Other,2159,Open,4,1,Wood,Brick,Near,Near
POL1798,PH1798,Home,508972,1490,2693,2020-12-16,2024-03-23,Logan Murphy,"873 Juan Road Apt. 662
Deniseview, NV 96878",North Erin,NE,33374,56,40451,600,Single Family,610766.4,1633,1963,-67.2438655,38.578385,CLA1798,2021-02-07,Fire,8211,Open,4,3,Metal,Brick,Near,Near
POL1799,PH1799,Condo,265833,1942,1523,2020-09-24,2027-07-28,Joshua Hunt,"1201 Shepherd Ford
Fishermouth, GA 99276",Alexanderland,MS,06664,65,96880,718,Condo,318999.6,2384,2012,-47.582109,-103.223979,CLA1799,2020-12-24,Other,12810,Closed,5,2,Metal,Brick,Near,Near
POL1800,PH1800,Home,325587,1033,1731,2023-06-24,2028-07-19,Benjamin Church,"5897 Cindy Forges
East James, TN 49056",Acostaside,WV,39258,35,87887,687,Multi-Family,390704.39999999997,1739,2012,-63.6965565,5.924118,CLA1800,2024-12-20,Other,14302,Closed,4,1,Metal,Brick,Not Near,Near
POL1801,PH1801,Renters,343456,1218,1839,2020-08-26,2027-03-20,Daniel Bauer,"8256 Cynthia Circle Apt. 744
Kerriside, MA 68205",Elizabethfort,PA,57039,61,133891,725,Multi-Family,412147.2,2559,2006,9.8207355,47.117173,CLA1801,2023-01-25,Weather,9576,Open,2,1,Asphalt,Steel,Not Near,Near
POL1802,PH1802,Condo,407777,1086,2147,2023-03-05,2027-11-17,Catherine Gibson,"0411 Jason Ways
East Cole, WI 66733",East Jonathan,IN,98219,50,60262,685,Condo,489332.39999999997,1744,1902,84.8200695,-48.212746,CLA1802,2027-10-01,Weather,10268,Closed,1,3,Metal,Wood,Not Near,Not Near
POL1803,PH1803,Condo,50000,717,321,2022-02-20,2025-10-30,Abigail Cross,"7492 Jasmin Square Apt. 119
Solisfort, SC 01794",Lake Emilyburgh,IA,88107,38,150385,664,Condo,60000.0,2655,1932,-68.5974535,-116.824874,CLA1803,2025-03-22,Fire,14023,Open,2,1,Tile,Wood,Near,Near
POL1804,PH1804,Condo,361855,2045,2013,2023-01-15,2024-01-07,Rebecca Harris,"4395 Lewis Roads Suite 317
Cochranborough, CT 04122",Nicoleburgh,NH,21314,27,62126,702,Multi-Family,434226.0,2313,1997,19.918952,-138.662658,CLA1804,2023-11-30,Fire,9176,Closed,1,3,Asphalt,Brick,Near,Not Near
POL1805,PH1805,Renters,293785,1411,1610,2021-11-06,2029-08-30,Patricia Duke,"PSC 2793, Box 4737
APO AE 47716",North Joshua,MD,87681,59,75955,677,Condo,352542.0,1908,1903,-35.590057,8.682732,CLA1805,2025-06-23,Theft,7938,Open,1,3,Asphalt,Brick,Not Near,Not Near
POL1806,PH1806,Renters,217637,1264,1214,2022-08-13,2022-11-02,Melissa Coleman,"7378 Sean Spur Apt. 313
South Melissa, VT 71173",Kimberlyland,ID,73171,44,101346,709,Condo,261164.4,1989,1988,19.2789545,4.833676,CLA1806,2022-10-16,Theft,4960,Closed,3,3,Tile,Brick,Near,Not Near
POL1807,PH1807,Home,392503,1862,2148,2021-09-15,2026-04-21,Donna Gonzalez,"107 Whitney Drive Suite 090
New Michael, MO 23766",North David,CT,75759,40,61530,634,Multi-Family,471003.6,1931,1962,19.2947845,114.845317,CLA1807,2022-02-27,Weather,5533,Open,1,3,Metal,Wood,Near,Not Near
POL1808,PH1808,Renters,278249,889,1480,2022-11-08,2024-09-30,Nicole Andersen,"747 Eric Ridges Apt. 473
Dakotaland, KS 21946",New Holly,WA,00859,38,71182,710,Condo,333898.8,1880,1913,52.227718,138.208092,CLA1808,2024-02-29,Other,11889,Closed,1,2,Tile,Steel,Not Near,Near
POL1809,PH1809,Home,195317,2481,1224,2022-07-11,2029-03-22,Kristin Black,"225 Allen Well Apt. 439
East Lisa, TN 33400",Lake Jonathanburgh,RI,97674,49,106459,746,Condo,234380.4,1518,2010,64.7878495,153.109882,CLA1809,2026-10-27,Theft,12837,Open,5,3,Wood,Concrete,Not Near,Near
POL1810,PH1810,Renters,354194,1467,1917,2021-06-03,2029-07-06,Steven Coleman,"USCGC Richardson
FPO AE 18906",Terryland,WI,47448,32,30000,728,Multi-Family,425032.8,1534,1900,88.702156,131.154366,CLA1810,2021-06-05,Other,18788,Open,3,1,Wood,Concrete,Not Near,Near
